days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
492,0.0,25872437.0,117385.573,25287103.234,0.0,819024.0,4137.857,798334.8790000004,1343592.0,94125891.0,91021624.0,1343592.0,62573828.0,91021624.0,31551901.0,31563756.38596491,303.0,305.0,0.0006150632470697459,-0.13208483230822796,8622.0,1302.0,1173.0,3280.0
493,0.0,25872437.0,117385.573,25404488.80700001,0.0,819024.0,4137.857,802472.7360000003,1329201.0,95722460.0,92350825.0,1329201.0,63552263.0,92350825.0,32170032.0,32184659.315789472,310.0,312.0,0.0006162237437623303,-0.13208483230822796,8617.0,1401.0,1160.0,3317.0
494,0.0,25872437.0,117385.573,25521874.380000006,0.0,819024.0,4137.857,806610.5930000003,1334870.0,97454020.0,93685695.0,1334870.0,64618972.0,93685695.0,32834880.0,32852565.57894737,322.0,324.0,0.0006185447371474992,-0.13208483230822796,8550.0,1324.0,1126.0,3251.0
495,0.0,25872437.0,117385.573,25639259.953,0.0,819024.0,4137.857,810748.4500000003,1292616.0,98910343.0,94978311.0,1292616.0,65572132.0,94978311.0,33338040.0,33358517.842105262,331.0,333.0,0.0006202854821863758,-0.13208483230822796,8540.0,1463.0,1106.0,3246.0
496,0.0,25872437.0,117385.573,25756645.526000008,0.0,819024.0,4137.857,814886.3070000003,1268758.0,100274439.0,96247069.0,1268758.0,66480951.0,96247069.0,33793314.0,33881642.60526316,350.0,352.0,0.000623766972264129,-0.13208483230822796,8583.0,1508.0,1101.0,3269.0
497,0.0,25872437.0,117385.573,25874031.099,0.0,819024.0,4137.857,819024.1640000003,1282295.0,101204907.0,97529364.0,1282295.0,67077394.0,97529364.0,34127337.0,34153665.36842105,356.0,358.0,0.0006249274689567134,-0.13208483230822796,8618.0,1698.0,1081.0,3326.0
498,866044.0,26738481.0,123720.57,25997751.669000007,27220.0,846244.0,3888.572,822912.7360000003,1308013.0,101691102.0,98837377.0,1308013.0,67377868.0,98837377.0,34313057.0,34342531.13157895,361.0,363.0,0.0006266682139955901,-0.13345944064059417,8637.0,1715.0,1054.0,3390.0
499,0.0,26738481.0,123720.57,26121472.239000004,0.0,846244.0,3888.572,826801.3080000002,1291660.0,103122935.0,100129037.0,1291660.0,68344830.0,100129037.0,34777924.0,34810102.89473684,371.0,373.0,0.0006278287106881744,-0.13345944064059417,8806.0,1733.0,1065.0,3428.0
500,0.0,26738481.0,123720.57,26245192.809,0.0,846244.0,3888.572,830689.8800000004,1305004.0,104809477.0,101434041.0,1305004.0,69534462.0,101434041.0,35274832.0,35310172.15789474,377.0,379.0,0.0006284089590344668,-0.13345944064059417,8939.0,1754.0,1084.0,3435.0
501,0.0,26738481.0,123720.57,26368913.379000004,0.0,846244.0,3888.572,834578.4520000003,1269875.0,106363586.0,102703916.0,1269875.0,70689081.0,102703916.0,35674318.0,35712347.421052635,388.0,390.0,0.000628989207380759,-0.13345944064059417,8997.0,1775.0,1123.0,3493.0
502,0.0,26738481.0,123720.57,26492633.948999997,0.0,846244.0,3888.572,838467.0240000002,1314224.0,108112847.0,104018140.0,1314224.0,71940002.0,104018140.0,36172653.0,36213607.684210524,405.0,407.0,0.0006284089590344668,-0.13345944064059417,9033.0,1795.0,1117.0,3536.0
503,0.0,26738481.0,123720.57,26616354.519000005,0.0,846244.0,3888.572,842355.5960000003,1312278.0,109499124.0,105330418.0,1312278.0,72875307.0,105330418.0,36623621.0,36697689.94736842,417.0,419.0,0.000628989207380759,-0.13345944064059417,9176.0,1846.0,1148.0,3521.0
504,0.0,26738481.0,123720.57,26740075.089000005,0.0,846244.0,3888.572,846244.1680000003,1321792.0,110424184.0,106652210.0,1321792.0,73499641.0,106652210.0,36924345.0,36973057.71052632,424.0,426.0,0.0006278287106881744,-0.13345944064059417,9279.0,1853.0,1186.0,3538.0
505,950083.0,27688564.0,135726.14200000002,26875801.231000006,28019.0,874263.0,4002.714,850246.8820000003,1415647.0,111554908.0,108067857.0,1415647.0,74305629.0,108067857.0,37249079.0,37298809.473684214,429.0,431.0,0.0006284089590344665,-0.13341476151792966,9368.0,1872.0,1121.0,3612.0
